id,name,type,lat,lon
804,The News Minute,office,12.974059,77.602198
805,HDFC Bank,bank,12.974414,77.606824
806,Federal Bank,bank,12.974449,77.606712
807,Shapoorji Pallonji,office,12.974083,77.609877
808,Central City Corporation,office,12.974117,77.609927
809,Karnataka Silk Industries Corporation Ltd.,office,12.974082,77.609977
810,T Super Market,shop_supermarket,12.975075,77.604001
811,Bank of Baroda,bank,12.974452,77.609863
812,Kerala State Handicrafts Emporium,office,12.974283,77.609792
813,Street Storyss,restaurant,12.9727,77.606916
814,NCL Group,office,12.975929,77.603826
815,ICICI Securities,office,12.975968,77.603634
816,IndusInd Bank,bank,12.975936,77.603623
817,Future Generali Total Insurance Solutions,office,12.975781,77.604384
818,Union Bank of India,bank,12.975922,77.602619
819,Algonomy,office,12.975273,77.59954
820,Chowriappa Group,office,12.975004,77.599515
821,Manjushree Capital Advisors,office,12.974278,77.598894
822,Honrary Consulate of Mexico,office,12.974158,77.598889
823,BCM Group,office,12.974239,77.59932
824,Rainbow General Store,shop_supermarket,12.974173,77.598551
825,Mysore Sales International Limited,office,12.973154,77.599044
826,King & Partridge Advocates,office,12.973104,77.599035
827,Longitude Constructions,office,12.972931,77.598942
828,Kelachandra Group,office,12.976286,77.601541
829,Vaishnavi,office,12.972173,77.597999
830,IndiQube Grandeur,office,12.972599,77.598368
831,Shardul Amarchand Mangaldas,office,12.972754,77.600352
832,Savills,office,12.974623,77.597106
833,Bhoruka Power Corporation Ltd.,office,12.973106,77.598995
834,SKAV Developers Pvt. Ltd.,office,12.972985,77.598944
835,Bhoruka Park Pvt. Ltd.,office,12.973227,77.599011
836,India Chai,cafe,12.973473,77.607319
837,Ghee Roast Company,restaurant,12.975413,77.602349
838,Kazan Japanese Ramen,restaurant,12.97583,77.602066
839,Third Wave Coffee,cafe,12.971777,77.595825
840,Farah Builders Private Limited,office,12.97163,77.597118
841,TTS India,office,12.971334,77.597425
842,Synergia Foundation,office,12.971476,77.597435
843,Botany Brew and Kitchen,restaurant,12.974652,77.597073
844,GoPizza,restaurant,12.975622,77.605209
845,11grams Coffee Roasters,cafe,12.971271,77.608012
846,Condé Nast,office,12.973894,77.601964
847,Samagata Foundation,office,12.975778,77.602689
848,Green Onion,restaurant,12.973428,77.609345
849,BESCOM O&M,office,12.973805,77.60903
850,Si Nonna's,restaurant,12.973305,77.601921
851,The White Room Coffee & Kitchen,cafe,12.975154,77.603168
852,Kaippunyam Kerala Restaurant,restaurant,12.970748,77.606645
853,Blue Tokai Coffee Roasters,cafe,12.971744,77.594397
854,Sanchez,restaurant,12.971734,77.596346
855,Badmaash,restaurant,12.972115,77.59631
856,Tree Tops,restaurant,12.974698,77.59953
857,Lokre Law,office,12.973487,77.608117
858,Atty's Express Cafe,cafe,12.97539,77.602846
859,Levista Gourmet Studio,cafe,12.97477,77.606415
860,Ferrara,restaurant,12.972711,77.606963
861,Karma & Kurry,restaurant,12.97002,77.609329
862,Consulate General of Switzerland,office,12.973259,77.605521
863,"Office Of The Executive Engineer, KPTCL",office,12.971757,77.604809
864,Punjab National Bank,bank,12.971226,77.606804
865,LIC Housing Finance Ltd.,office,12.970916,77.607489
866,KoMaama,restaurant,12.971112,77.60682
867,Canara Bank,bank,12.971289,77.60594
868,ICICI Bank,bank,12.970525,77.599586
869,PartTwo,restaurant,12.970907,77.597548
870,Beyond Bean Cafe,cafe,12.972749,77.607541
871,Basaveshwar Khanavali,restaurant,12.972868,77.609416
872,Foodstories,shop_supermarket,12.972736,77.600274
873,McKinsey & Company,office,12.975316,77.602144
874,3M India,office,12.973752,77.601957
875,Ernst and Young,office,12.97377,77.601742
876,Krok Burgers,restaurant,12.972801,77.606799
877,Downtown Diner,restaurant,12.973002,77.608678
878,Kalmane Koffees,cafe,12.970114,77.609342
879,Beyondburg Inc.,restaurant,12.971535,77.600845
880,Riko,restaurant,12.971691,77.596071
881,Tribal Brew Coffee,cafe,12.974669,77.605879
882,Pinocchio,restaurant,12.972983,77.60621
883,Juliana's,restaurant,12.979908,77.607018
884,Royal China,restaurant,12.972168,77.596481
885,Nandhini Delux,restaurant,12.971649,77.600898
886,Maverick and Farmer Coffee,cafe,12.975394,77.602421
887,Jerome D'Souza & Associates,office,12.971113,77.606704
888,Loungeon Ventures LLP,office,12.971117,77.606742
889,Sri Krishna Grand,restaurant,12.971385,77.606715
890,Wave Tech,shop_stationery,12.9712,77.606841
891,Unity Center,shop_stationery,12.970414,77.606543
892,Vintage Adda,restaurant,12.973699,77.606628
893,Madras Kitchen and The Bar,restaurant,12.972258,77.595155
894,Geekonomy,office,12.97034,77.60874
895,Yazu,restaurant,12.973316,77.601705
896,Ishaara,restaurant,12.975267,77.601976
897,MTR 1924,restaurant,12.972186,77.600921
898,Kengeri Metro Station,metro,12.9075,77.4853
899,Pattanagere Metro Station,metro,12.9478,77.5112
900,Kengeri TTMC Bus Stand,bus_station,12.9068,77.4845
901,Kengeri Market,market,12.9089,77.4861
902,Global Mall Kengeri,mall,12.9123,77.4887
903,Kengeri Satellite Town Bus Stand,bus_station,12.9156,77.4923
904,RR Nagar Metro Station,metro,12.96,77.53
905,Nayandahalli Junction,junction,12.95,77.55
906,Electronic City Metro Station,metro,12.8456,77.6694
907,Infosys Campus,office,12.8478,77.6689
908,Wipro Technologies,office,12.8492,77.6715
909,Huawei Technologies,office,12.8721,77.6892
910,Electronic City Bus Terminal,bus_station,12.8594,77.6783
911,Total Mall Electronic City,mall,12.8489,77.6721
912,Innovative Multiplex,cinema,12.8512,77.6734
913,ECity Convention Center,convention_center,12.85,77.67
914,Phoenix Marketcity,mall,12.9954,77.6961
915,UB City Mall,mall,12.9719,77.5938
916,Orion Mall,mall,13.0045,77.6978
917,Forum Mall Koramangala,mall,12.9356,77.6108
918,Garuda Mall,mall,12.9712,77.6089
919,Mantri Square Mall,mall,12.9915,77.5712
920,VR Bengaluru,mall,12.9768,77.5967
921,Bangalore Central,mall,12.9745,77.6056
922,Gopalan Mall,mall,12.92,77.62
923,Lulu Mall,mall,12.94,77.71
924,MG Road Metro,metro,12.9758,77.5997
925,Majestic Metro,metro,12.9789,77.5689
926,Indiranagar Metro,metro,12.9784,77.6408
927,Jayanagar Metro,metro,12.9408,77.5847
928,Banashankari Metro,metro,12.9256,77.5689
929,Yeshwantpur Metro,metro,13.0225,77.5578
930,Silk Board Metro,metro,12.9178,77.6236
931,KR Puram Metro,metro,13.0047,77.6961
932,Mahatma Gandhi Road Metro,metro,12.9767,77.6083
933,Cubbon Park Metro,metro,12.9762,77.5927
934,Kempegowda Bus Station (Majestic),bus_station,12.9778,77.5678
935,Shantinagar Bus Station,bus_station,12.9478,77.5889
936,KR Market Bus Stand,bus_station,12.9633,77.5767
937,Madiwala Bus Stand,bus_station,12.9228,77.6253
938,BTM Layout Bus Stand,bus_station,12.9167,77.61
939,Hebbal Bus Stand,bus_station,13.04,77.59
940,Peenya Bus Stand,bus_station,13.0289,77.5136
941,Yelahanka Bus Stand,bus_station,13.1036,77.5964
942,Whitefield Bus Stand,bus_station,12.9697,77.7497
943,Electronic City Phase 2 Bus Stand,bus_station,12.87,77.69
944,Cubbon Park,park,12.9762,77.5927
945,Lalbagh Botanical Garden,park,12.9507,77.5848
946,Bannerghatta National Park,park,12.8003,77.5778
947,Bangalore Palace,attraction,12.9987,77.5925
948,ISKCON Temple,temple,13.0103,77.5511
949,Bull Temple,temple,12.9422,77.5678
950,St. Mary's Basilica,church,12.9778,77.5919
951,St. Joseph's College,college,12.9352,77.6099
952,Christ University,university,12.9342,77.6064
953,NIMHANS,hospital,12.9431,77.5967
954,Manipal Hospital,hospital,12.9664,77.5961
955,Apollo Hospital,hospital,12.9595,77.6414
956,Fortis Hospital,hospital,12.9044,77.6042
957,Narayana Hrudayalaya,hospital,12.8731,77.5931
